crop_type,soil_type,weather_condition,pest_pressure,disease_name,water_stress_level,irrigation_needed,ndvi,soil_moisture_percent,temperature_celsius,humidity_percent,rainfall_mm,ph_level,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,soil_fertility_index,crop_yield,latitude,longitude,nitrogen_recommendation
Cotton,Loamy,Normal,High,Bacterial Blight,Moderate,Yes,0.654,22.3,25.0,82.8,81.9,6.96,109.7,44.2,24.7,70.0,3.35,28.1104,68.2782,8.6
Coffee,Loamy,Rainy,Low,None,Low,No,0.763,54.2,22.1,69.7,196.5,6.63,95.1,33.5,28.1,65.5,6.67,28.3246,78.8023,8.8
Chickpea,Silty,Normal,Low,None,Moderate,Yes,0.335,28.0,20.9,15.9,84.9,5.69,43.2,67.6,81.4,65.9,5.23,21.13,74.7747,4.6
Pigeonpeas,Sandy,Normal,Low,None,Low,No,0.531,43.1,21.6,48.6,149.0,5.72,31.2,69.6,16.6,51.6,5.51,16.8222,88.4364,2.2
Mungbean,Silty,Normal,High,None,Moderate,Yes,0.299,29.8,27.7,83.6,51.9,6.77,33.4,43.2,15.9,53.0,3.53,10.747,70.9553,3.6
Kidneybeans,Loamy,Cool,Low,None,Low,No,0.347,44.6,16.3,23.2,116.7,5.87,0.5,75.8,24.8,51.3,4.98,26.7336,91.4697,14.3
Banana,Clayey,Normal,High,None,Low,No,0.524,31.7,29.6,79.3,104.9,6.22,84.9,93.6,45.5,72.6,6.21,9.0048,85.9561,11.8
Pomegranate,Loamy,Cool,Medium,Bacterial Blight,Low,No,0.426,34.9,18.6,88.8,109.6,6.13,20.0,27.1,39.8,60.5,4.22,23.791,82.0557,4.4
Orange,Clayey,Normal,High,Citrus Canker,Low,No,0.404,35.1,24.9,90.1,105.6,7.22,12.9,11.8,5.3,42.1,2.58,15.7293,91.6723,10.1
Maize,Sandy,Normal,High,Maize Rust,Low,No,0.503,29.1,29.8,62.8,109.6,6.9,90.6,58.7,20.8,63.7,4.02,24.3446,84.3302,0.0
Apple,Sandy,Normal,High,Apple Scab,Low,No,0.34,42.0,20.3,93.0,111.9,5.52,21.7,124.4,195.4,81.7,4.82,33.1783,69.7271,0.0
Pigeonpeas,Clayey,Hot & Dry,High,Fusarium Wilt,Low,No,0.342,32.1,39.1,44.9,133.5,7.33,31.0,76.2,23.6,50.9,3.18,35.8592,86.8262,0.0
Papaya,Silty,Normal,High,None,Low,No,0.507,27.0,26.8,92.9,104.4,6.59,57.7,58.2,52.9,72.1,5.95,34.7101,96.0584,0.0
Coconut,Sandy,Rainy,High,None,Low,No,0.495,64.5,25.4,93.5,190.4,5.82,4.2,17.4,28.3,48.2,3.72,28.1021,78.164,16.2
Rice,Clayey,Rainy,High,Rice Blast,Low,No,0.557,69.0,23.3,82.1,202.7,7.2,62.9,46.0,39.2,61.3,3.77,8.969,68.5823,21.5
Kidneybeans,Loamy,Normal,Low,None,Moderate,Yes,0.296,29.3,22.3,20.5,68.4,6.4,3.0,59.3,18.8,58.5,4.51,33.8028,72.556,12.3
Mungbean,Silty,Normal,High,None,High,Yes,0.273,14.3,29.8,85.4,42.4,6.99,39.0,45.2,20.5,56.6,1.97,10.5412,91.893,2.4
Apple,Loamy,Normal,High,Apple Scab,Low,No,0.31,37.8,21.5,90.4,107.7,6.34,8.0,120.6,196.7,90.0,4.33,33.6793,78.7126,10.7
Lentil,Clayey,Normal,High,None,High,Yes,0.321,23.6,24.8,61.5,36.9,6.89,17.6,61.6,23.4,56.3,2.26,23.1549,96.0032,4.7
Apple,Clayey,Normal,High,Apple Scab,Low,No,0.383,40.9,22.0,94.3,114.3,5.53,22.9,125.9,198.0,84.4,4.54,35.5228,72.8478,0.0
Mungbean,Loamy,Normal,High,None,Moderate,Yes,0.222,29.0,28.3,90.0,55.9,6.94,5.0,45.6,24.9,57.3,3.68,17.4577,76.0098,13.2
Rice,Loamy,Rainy,High,Rice Blast,Low,No,0.796,78.1,28.4,82.1,238.2,5.37,107.2,50.6,40.2,62.9,3.92,33.4589,75.66,2.6
Coconut,Silty,Normal,High,Root Wilt,Low,No,0.481,39.4,25.7,96.1,133.7,6.19,24.4,5.9,27.8,50.3,2.53,31.7042,76.7886,0.0
Apple,Loamy,Normal,High,Apple Scab,Low,No,0.382,45.8,21.1,91.5,119.4,6.24,34.3,137.1,204.7,94.4,4.91,19.8079,82.0493,1.6
Mango,Clayey,Normal,Low,None,Low,No,0.472,23.7,28.1,50.1,102.0,4.84,32.8,27.9,26.6,34.1,3.48,34.6229,88.4344,0.0
Muskmelon,Clayey,Normal,High,None,High,Yes,0.582,15.0,25.2,91.9,21.8,6.3,100.2,20.9,46.2,66.5,2.91,16.267,79.2104,0.0
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.541,63.9,26.1,92.1,178.8,6.15,31.2,10.4,27.2,55.4,3.29,8.2454,75.3193,3.6
Pomegranate,Loamy,Normal,High,Bacterial Blight,Low,No,0.345,35.8,24.3,93.5,103.3,6.19,28.5,22.7,37.8,57.9,3.47,32.4552,78.8527,2.5
Cotton,Clayey,Normal,Low,Bacterial Blight,Moderate,Yes,0.62,37.2,21.7,77.8,71.1,6.15,111.3,52.1,19.8,69.4,3.78,9.6465,92.8621,10.6
Grapes,Clayey,Normal,High,None,Moderate,Yes,0.322,14.7,29.0,85.0,69.2,5.76,26.4,137.0,202.2,87.2,5.0,23.5044,90.762,4.3
Coffee,Clayey,Rainy,High,None,Low,No,0.67,51.8,26.6,61.2,152.4,6.44,94.3,22.5,26.7,67.7,5.64,14.4454,74.4765,8.6
Watermelon,Clayey,Normal,High,Anthracnose,Moderate,Yes,0.593,32.7,22.9,88.5,57.3,6.47,111.5,13.3,47.6,66.8,3.24,23.3653,79.9801,4.1
Pigeonpeas,Clayey,Normal,High,Fusarium Wilt,Low,No,0.384,43.6,30.5,66.3,124.8,5.87,5.5,60.0,19.1,51.5,2.59,15.9323,90.0746,10.8
Mothbeans,Sandy,Normal,Low,None,Moderate,Yes,0.306,15.9,28.9,55.3,73.4,6.12,19.6,54.1,15.9,52.8,4.53,23.4,68.5196,0.0
Blackgram,Sandy,Normal,Medium,None,Moderate,Yes,0.253,32.2,26.0,65.0,61.0,6.81,29.1,76.9,18.1,60.7,5.35,17.9393,94.1401,9.3
Mungbean,Loamy,Normal,High,None,High,Yes,0.164,17.3,27.1,82.2,40.3,7.48,6.6,57.7,23.1,43.2,1.63,23.5073,69.409,15.7
Coffee,Loamy,Normal,Medium,None,Low,No,0.614,38.9,21.2,58.9,132.7,6.19,84.3,35.9,25.5,65.6,6.34,23.089,86.0611,15.4
Watermelon,Clayey,Normal,Medium,Anthracnose,High,Yes,0.507,16.4,21.2,81.1,44.0,6.11,113.2,7.6,52.2,66.2,2.25,9.1428,82.3943,0.0
Apple,Loamy,Normal,High,Apple Scab,Low,No,0.26,35.6,24.5,94.2,103.7,6.17,13.2,120.1,201.7,89.4,4.55,36.3414,75.6596,3.8
Mothbeans,Clayey,Normal,Medium,None,Moderate,Yes,0.446,13.7,29.4,47.0,68.3,4.25,35.0,56.3,18.6,28.0,2.29,26.0324,93.4758,0.0
Banana,Loamy,Normal,High,None,Low,No,0.593,43.2,26.4,78.9,114.0,6.35,87.3,80.0,54.6,71.7,6.17,21.9976,84.4994,11.2
Cotton,Loamy,Normal,High,Bacterial Blight,Moderate,Yes,0.678,17.9,23.4,83.4,65.2,7.45,115.2,44.0,15.3,57.4,2.52,28.4325,87.6599,7.2
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.458,60.2,29.4,95.2,188.7,6.19,29.0,10.6,34.6,54.6,3.21,36.646,69.5824,2.5
Mothbeans,Silty,Normal,Medium,None,High,Yes,0.258,19.4,25.3,60.1,44.9,5.58,20.2,46.7,20.0,48.3,2.18,20.8815,84.618,0.0
Apple,Sandy,Normal,High,Apple Scab,Low,No,0.265,30.6,23.3,90.5,113.9,5.91,17.9,123.0,200.0,85.2,4.7,21.23,77.8848,5.5
Blackgram,Sandy,Normal,High,Powdery Mildew,Moderate,Yes,0.34,25.5,31.0,67.2,66.8,6.86,53.8,63.3,22.7,57.3,2.5,23.1376,88.3608,0.0
Mothbeans,Clayey,Normal,High,None,High,Yes,0.362,10.1,27.3,40.2,35.4,4.77,19.7,55.5,22.4,40.8,1.94,9.3485,86.364,2.9
Kidneybeans,Silty,Normal,Low,None,Low,No,0.306,45.2,24.6,16.3,107.7,6.0,30.9,66.3,21.6,61.1,6.54,28.0627,73.0359,3.7
Kidneybeans,Sandy,Normal,Low,None,Low,No,0.439,43.4,20.0,18.8,142.4,6.48,15.5,70.0,23.8,68.0,6.61,25.4732,93.7067,5.2
Papaya,Clayey,Normal,High,Papaya Ring Spot Virus,Low,No,0.454,33.5,33.8,91.0,101.0,6.81,64.4,52.8,54.4,71.8,4.23,28.6002,90.0625,1.9
Coconut,Clayey,Rainy,High,Root Wilt,Low,No,0.537,62.2,28.7,98.4,210.5,5.79,22.8,21.7,29.2,44.3,2.34,29.7554,72.6671,0.0
Lentil,Clayey,Normal,High,None,High,Yes,0.284,25.0,20.4,65.4,44.1,6.22,5.9,56.6,22.8,57.2,2.3,22.8167,91.1082,14.2
Coffee,Silty,Normal,Low,None,Low,No,0.598,30.7,27.9,63.7,114.8,7.45,81.9,24.5,29.2,57.1,5.97,26.7813,89.8981,16.3
Cotton,Sandy,Normal,High,Bacterial Blight,Moderate,Yes,0.654,27.5,22.2,84.8,98.5,5.65,107.9,53.1,16.9,55.5,2.31,32.5344,68.1637,11.0
Pigeonpeas,Sandy,Normal,High,Fusarium Wilt,Low,No,0.386,36.3,35.0,55.0,123.1,7.03,1.6,78.2,21.0,50.8,2.69,9.9771,82.6491,15.6
Papaya,Loamy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.595,66.2,34.3,91.7,239.6,6.65,46.1,43.7,53.8,66.5,3.78,34.2304,85.7973,5.4
Maize,Silty,Normal,Medium,Northern Corn Leaf Blight,Moderate,Yes,0.606,31.5,29.3,62.7,74.1,6.31,87.3,43.0,24.2,65.4,3.62,10.388,70.7827,4.8
Papaya,Silty,Rainy,High,Papaya Ring Spot Virus,Low,No,0.503,67.2,33.7,91.1,215.5,6.84,51.3,50.7,47.1,67.5,3.54,27.8953,68.6888,3.0
Maize,Loamy,Normal,Medium,None,Moderate,Yes,0.432,29.7,24.7,66.5,72.9,5.84,63.5,36.4,22.9,55.3,4.55,26.6013,85.9321,16.5
Coconut,Loamy,Rainy,High,Root Wilt,Low,No,0.349,64.8,27.5,92.9,187.6,6.19,1.8,26.2,28.6,51.4,2.75,29.6559,91.1063,18.5
Pomegranate,Loamy,Normal,High,None,Low,No,0.505,37.0,24.4,93.0,105.6,6.59,38.4,8.6,41.8,60.3,5.0,23.5774,95.4624,0.1
Mango,Loamy,Normal,High,None,Moderate,Yes,0.237,34.2,26.4,46.8,90.1,6.04,8.5,37.6,33.5,54.1,3.6,16.4289,69.9535,7.9
Coconut,Sandy,Rainy,High,Root Wilt,Low,No,0.435,62.3,28.3,91.0,215.5,6.12,19.5,13.3,26.3,53.1,3.13,18.5703,77.1737,1.4
Rice,Sandy,Rainy,High,Rice Blast,Low,No,0.643,70.4,32.8,81.4,251.9,5.9,78.8,54.6,42.1,62.8,3.36,25.5922,92.412,13.0
Pigeonpeas,Clayey,Rainy,Low,Fusarium Wilt,Low,No,0.512,59.3,31.8,59.1,183.5,7.18,35.7,59.9,22.3,55.9,4.05,36.9631,81.691,3.4
Mango,Clayey,Hot & Dry,High,Powdery Mildew,Moderate,Yes,0.304,16.6,33.6,46.3,86.8,5.75,15.7,37.3,30.9,47.2,1.94,24.4244,84.4086,7.5
Pigeonpeas,Sandy,Normal,Medium,None,Low,No,0.323,37.6,22.8,49.5,130.6,4.69,29.4,67.1,18.6,42.6,4.32,9.3467,96.4371,0.3
Orange,Sandy,Normal,High,Citrus Canker,Low,No,0.398,44.4,24.5,92.9,107.6,6.56,25.3,11.8,12.4,51.0,2.74,19.7694,91.6999,0.4
Apple,Loamy,Normal,High,Apple Scab,Low,No,0.338,30.6,22.2,91.1,107.0,6.01,35.5,120.2,203.8,89.0,4.83,28.8874,81.964,1.4
Mungbean,Clayey,Normal,High,None,High,Yes,0.308,24.2,27.7,81.3,38.4,6.89,23.6,51.2,19.1,52.7,2.22,19.7582,96.1081,2.5
Coffee,Clayey,Normal,High,None,Low,No,0.634,34.4,26.1,59.4,129.7,6.72,112.9,38.7,27.2,70.0,5.51,29.0014,77.9375,1.2
Coconut,Loamy,Rainy,High,Root Wilt,Low,No,0.468,61.6,25.1,95.2,195.0,6.41,2.8,14.5,26.3,50.9,2.65,21.985,71.7795,16.0
Rice,Silty,Rainy,High,Rice Blast,Low,No,0.701,72.0,30.4,81.9,229.5,5.11,113.8,54.4,41.5,59.2,3.61,30.0846,88.2045,0.0
Pigeonpeas,Loamy,Cool,High,Sterility Mosaic,Low,No,0.249,46.5,19.8,53.9,118.4,6.13,10.2,74.1,24.1,53.4,2.85,31.3243,79.8565,6.6
Watermelon,Silty,Normal,High,Anthracnose,Moderate,Yes,0.608,20.4,24.2,83.7,53.6,6.28,106.1,11.3,53.5,71.0,3.32,15.3596,76.8929,0.4
Grapes,Loamy,Normal,High,Powdery Mildew,Moderate,Yes,0.294,19.8,31.9,82.2,66.6,6.2,29.4,141.4,201.6,90.6,3.79,31.3267,91.8744,1.3
Cotton,Loamy,Normal,Low,Bacterial Blight,Moderate,Yes,0.658,36.7,20.4,75.4,99.4,6.27,117.4,36.6,17.2,70.2,3.98,13.8495,87.0496,5.7
Pomegranate,Sandy,Normal,High,Bacterial Blight,Low,No,0.359,46.2,22.9,91.2,105.4,6.51,7.8,24.6,40.1,54.8,3.08,24.9963,83.0145,12.9
Chickpea,Silty,Normal,Low,Ascochyta Blight,Moderate,Yes,0.397,41.4,23.4,15.8,89.5,6.54,56.8,68.7,82.3,74.9,4.22,11.0875,70.0992,0.1
Kidneybeans,Silty,Normal,Low,None,Low,No,0.451,53.0,23.1,20.7,146.9,6.19,32.1,78.9,23.8,65.1,6.68,8.7932,71.3718,0.0
Jute,Silty,Rainy,High,None,Low,No,0.679,48.4,28.0,78.2,176.8,6.53,91.5,40.5,42.0,69.2,5.51,24.082,73.1761,0.2
Mungbean,Clayey,Normal,High,None,High,Yes,0.389,23.6,29.0,89.1,40.0,6.75,35.8,41.7,24.5,56.3,2.24,30.5892,71.4765,0.0
Coffee,Sandy,Normal,High,None,Low,No,0.703,49.7,29.6,67.0,138.4,6.56,99.7,15.2,33.6,68.5,5.79,22.8229,79.5385,3.5
Pigeonpeas,Silty,Rainy,Medium,None,Low,No,0.307,58.7,29.9,50.1,165.5,5.68,2.2,75.0,19.8,52.4,4.95,14.1118,84.8492,14.5
Cotton,Sandy,Normal,Medium,Bacterial Blight,Moderate,Yes,0.636,25.7,21.3,84.6,67.4,6.19,134.5,39.7,17.6,72.0,3.88,11.803,84.7009,0.0
Kidneybeans,Clayey,Normal,Low,None,Low,No,0.403,32.1,23.6,17.0,126.5,6.3,28.8,75.1,20.6,61.9,6.47,30.7747,76.701,1.9
Coconut,Sandy,Normal,High,None,Low,No,0.394,39.3,26.1,92.5,139.1,6.34,1.9,7.5,26.6,50.8,3.86,33.1537,95.9304,13.9
Coconut,Silty,Rainy,High,Root Wilt,Low,No,0.467,52.7,26.4,93.3,203.6,6.01,26.0,18.5,34.8,54.0,3.42,26.5768,94.9284,1.0
Cotton,Silty,Normal,Medium,Bacterial Blight,Moderate,Yes,0.576,31.6,20.8,77.3,71.7,6.13,122.9,56.2,15.7,66.8,3.86,21.0584,72.8522,4.0
Pigeonpeas,Loamy,Hot & Dry,Medium,Fusarium Wilt,Low,No,0.297,37.9,33.4,33.2,101.3,5.0,29.1,71.6,24.4,44.7,3.63,11.0139,85.925,0.0
Grapes,Silty,Normal,High,None,Moderate,Yes,0.333,30.6,28.0,80.7,65.3,6.34,12.4,126.2,197.8,88.0,5.25,15.9,80.9005,10.9
Papaya,Loamy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.442,46.5,33.8,92.8,174.3,6.76,37.1,49.9,51.3,63.9,3.61,12.5158,68.3061,12.0
Pigeonpeas,Loamy,Normal,High,Fusarium Wilt,Moderate,Yes,0.316,21.0,38.3,67.9,91.0,5.93,13.8,66.7,15.1,51.1,2.32,24.2561,79.4478,4.1
Jute,Sandy,Rainy,Medium,Anthracnose,Low,No,0.673,63.7,24.2,74.8,195.5,7.15,75.6,44.5,37.6,58.3,3.84,11.9621,71.2003,4.7
Muskmelon,Loamy,Normal,High,None,High,Yes,0.402,10.0,25.1,90.2,21.9,6.27,90.9,20.6,46.9,68.6,2.46,14.2985,80.187,10.8
Apple,Clayey,Normal,High,Apple Scab,Low,No,0.471,27.6,21.7,94.2,101.4,6.45,39.9,131.6,202.9,95.8,4.84,11.5369,90.2762,0.0
Muskmelon,Clayey,Normal,High,None,High,Yes,0.457,20.8,28.7,90.5,22.1,6.33,89.9,29.9,47.0,72.8,3.21,23.9378,71.5421,9.5
Pomegranate,Clayey,Cool,Low,Bacterial Blight,Low,No,0.261,33.7,19.5,86.1,104.9,6.45,7.9,27.2,43.6,55.3,4.04,28.0318,87.9638,8.7
Chickpea,Loamy,Normal,Low,None,Moderate,Yes,0.323,20.9,20.1,19.7,66.8,7.78,29.9,67.5,81.9,54.5,4.31,24.1922,86.6947,8.5
Muskmelon,Clayey,Normal,High,None,High,Yes,0.551,13.8,28.6,91.3,27.1,6.02,109.3,5.5,48.8,63.5,2.83,15.9844,92.1091,4.4
Papaya,Sandy,Rainy,High,Papaya Ring Spot Virus,Low,No,0.508,60.3,36.9,92.7,202.9,6.73,36.4,48.3,49.5,67.4,4.05,27.0904,83.6297,11.6
Orange,Clayey,Cool,Low,Citrus Canker,Low,No,0.412,29.5,17.1,92.0,101.9,6.48,27.3,24.1,6.5,61.4,4.39,10.8639,84.5594,3.9
Coffee,Loamy,Normal,Medium,None,Low,No,0.68,42.5,20.5,54.4,111.2,7.08,99.6,30.6,30.9,66.2,6.37,24.1826,95.2091,1.2
Mango,Clayey,Normal,High,Powdery Mildew,Moderate,Yes,0.321,28.3,30.3,52.3,86.6,6.59,31.8,16.5,31.2,54.7,2.31,27.0494,84.5308,4.6
Papaya,Silty,Rainy,High,Papaya Ring Spot Virus,Low,No,0.628,44.3,33.9,91.8,179.7,6.73,60.0,45.4,46.1,62.5,3.32,36.9546,80.8474,0.5
Banana,Sandy,Normal,High,None,Moderate,Yes,0.539,34.0,27.1,81.3,99.7,6.33,102.0,94.9,53.4,77.6,5.02,19.5156,89.0631,4.9
Cotton,Clayey,Normal,Low,None,Moderate,Yes,0.614,38.2,20.0,84.8,72.6,5.93,100.7,38.4,23.9,65.4,5.22,12.0138,78.6454,17.6
Blackgram,Loamy,Normal,High,Powdery Mildew,Moderate,Yes,0.348,21.7,30.7,62.2,64.9,6.58,30.2,62.5,20.7,67.1,2.73,31.4419,79.0648,11.3
Banana,Silty,Normal,High,Panama Wilt,Low,No,0.598,24.8,29.3,83.7,109.6,5.73,93.9,90.4,49.2,70.9,3.7,23.658,72.3378,6.4
Blackgram,Sandy,Normal,High,Powdery Mildew,Moderate,Yes,0.322,24.7,34.7,67.5,61.4,7.08,26.1,71.8,25.0,53.6,2.7,23.8964,75.6142,11.9
Watermelon,Loamy,Normal,High,None,High,Yes,0.584,23.6,25.6,84.9,43.9,6.65,111.0,8.3,46.3,66.0,2.6,34.8,70.5982,2.7
Watermelon,Silty,Normal,High,None,High,Yes,0.582,25.3,26.6,87.7,47.0,6.17,94.6,9.8,48.4,65.6,2.51,27.8754,72.5237,7.4
Chickpea,Loamy,Normal,Medium,None,Moderate,Yes,0.374,15.2,28.9,18.7,65.4,7.96,24.5,56.4,84.5,49.3,4.07,13.9102,83.1747,12.2
Apple,Sandy,Normal,High,Apple Scab,Low,No,0.335,29.7,23.3,91.9,113.2,6.41,24.9,144.8,202.0,92.1,4.94,9.9313,87.1508,2.6
Coffee,Loamy,Rainy,Low,None,Low,No,0.667,55.2,28.8,57.7,155.8,7.47,94.4,17.7,27.9,53.5,5.82,24.2599,88.6616,2.8
Orange,Loamy,Cool,High,Citrus Canker,Low,No,0.44,52.6,10.5,93.4,106.0,6.53,12.2,17.2,12.4,52.5,2.95,36.9986,96.7205,10.9
Lentil,Clayey,Cool,Medium,None,High,Yes,0.349,26.9,19.6,67.3,48.6,6.54,9.0,63.5,18.9,60.0,3.43,17.5493,83.7248,8.2
Pigeonpeas,Clayey,Rainy,Medium,None,Low,No,0.442,68.3,21.0,57.5,190.1,7.2,23.2,72.1,17.0,56.8,5.81,28.8638,73.3399,3.9
Pigeonpeas,Clayey,Rainy,Low,None,Low,No,0.555,66.5,27.1,46.5,192.7,5.83,29.1,74.1,23.8,54.0,5.12,36.5927,85.8914,2.2
Cotton,Silty,Normal,Medium,Bacterial Blight,Moderate,Yes,0.613,34.7,21.8,81.9,80.1,6.45,109.2,40.8,21.9,69.6,3.73,14.5619,79.8491,13.4
Lentil,Silty,Normal,Low,None,Moderate,Yes,0.351,26.5,20.4,62.0,54.1,5.85,38.0,60.6,21.7,57.7,4.94,25.63,91.9055,3.0
Grapes,Clayey,Normal,High,Anthracnose,Moderate,Yes,0.33,32.9,24.8,84.4,70.2,6.29,24.5,138.6,200.9,87.9,4.07,9.1383,79.2345,3.4
Maize,Silty,Normal,High,None,Moderate,Yes,0.552,30.1,27.3,60.7,74.7,5.75,67.6,46.0,23.8,60.5,4.15,11.282,90.5832,14.5
Papaya,Clayey,Normal,High,None,Moderate,Yes,0.375,24.0,26.0,93.0,82.4,6.86,35.4,45.3,49.5,63.1,3.81,28.4806,86.3881,10.3
Grapes,Clayey,Cool,Low,Anthracnose,Moderate,Yes,0.317,38.7,13.1,82.8,66.7,5.54,29.1,144.4,201.1,86.8,4.75,20.1679,76.976,3.4
Muskmelon,Silty,Normal,High,None,High,Yes,0.481,10.4,29.8,90.0,20.1,6.38,91.6,9.5,54.0,70.8,3.06,21.1584,80.8144,9.0
Rice,Sandy,Rainy,High,Rice Blast,Low,No,0.616,41.1,31.2,84.1,172.2,5.12,74.7,48.7,41.2,54.4,2.79,20.0918,73.1692,15.0
Cotton,Silty,Normal,High,Bacterial Blight,Moderate,Yes,0.543,33.8,22.8,84.7,74.4,7.0,126.4,52.5,20.7,66.1,3.33,9.8829,81.6537,0.0
Lentil,Sandy,Normal,Medium,None,Moderate,Yes,0.298,16.1,20.5,60.6,54.6,6.64,13.2,65.3,17.1,62.2,4.93,23.2363,96.8557,5.9
Pigeonpeas,Silty,Normal,High,None,Low,No,0.344,30.2,29.0,62.3,115.6,7.15,24.6,67.4,22.3,51.2,4.38,14.0126,85.8439,0.9
Maize,Loamy,Cool,Low,None,Moderate,Yes,0.471,37.6,18.1,59.0,99.5,5.92,73.4,49.0,21.4,58.0,4.61,29.0075,85.8638,3.5
Mothbeans,Sandy,Normal,Medium,None,High,Yes,0.189,14.9,27.8,49.0,36.1,3.73,7.8,55.8,24.2,25.1,1.28,29.535,92.2181,9.9
Coffee,Silty,Normal,High,None,Low,No,0.7,40.0,26.9,66.0,141.8,7.33,92.6,28.4,27.1,51.9,3.99,25.565,73.434,4.7
Pomegranate,Loamy,Normal,High,Bacterial Blight,Low,No,0.478,32.3,20.9,90.0,106.8,5.86,28.2,12.9,35.3,48.4,3.03,34.4873,80.8694,0.0
Apple,Clayey,Normal,High,Apple Scab,Low,No,0.466,29.6,22.4,94.4,108.2,5.81,36.2,123.9,198.4,89.8,4.55,28.6966,83.148,0.0
Maize,Clayey,Normal,Medium,None,Moderate,Yes,0.505,34.5,23.6,55.9,92.9,6.28,87.5,49.9,15.9,64.1,5.06,23.436,90.4108,2.7
Lentil,Sandy,Normal,High,None,High,Yes,0.223,11.3,25.5,65.1,42.0,5.91,6.0,61.8,15.2,54.0,1.92,25.7846,77.8234,12.3
Pigeonpeas,Silty,Rainy,High,None,Low,No,0.449,54.0,26.4,33.4,167.5,5.68,1.2,77.6,15.5,51.9,4.12,13.7463,89.9937,18.7
Chickpea,Silty,Cool,Low,None,Moderate,Yes,0.439,36.3,17.0,18.1,79.0,8.26,58.9,73.9,79.7,53.5,4.16,32.9718,85.8913,4.4
Grapes,Sandy,Normal,High,Powdery Mildew,Moderate,Yes,0.209,19.3,35.5,81.6,65.7,5.99,7.3,142.9,198.3,89.7,3.39,10.985,91.709,13.7
Banana,Clayey,Normal,High,None,Moderate,Yes,0.521,31.9,27.3,80.9,97.3,5.74,102.2,71.8,48.0,62.5,4.33,20.6253,90.8325,1.8
Blackgram,Sandy,Normal,High,Powdery Mildew,Moderate,Yes,0.311,14.3,32.1,68.4,68.9,6.61,26.9,71.7,22.4,63.0,2.61,31.6079,90.369,11.1
Apple,Sandy,Normal,High,Apple Scab,Low,No,0.445,44.9,20.7,92.9,120.2,6.25,25.8,121.5,197.2,89.1,4.54,13.9642,93.4453,0.1
Coffee,Sandy,Normal,Low,None,Low,No,0.671,32.7,29.8,56.9,110.7,6.13,92.2,38.6,29.3,61.1,6.25,9.5407,88.3973,10.0
Mango,Clayey,Normal,Medium,None,Moderate,Yes,0.293,30.5,29.3,50.9,99.2,6.06,4.4,22.1,25.3,47.3,3.93,32.4565,78.4483,13.4
Pomegranate,Silty,Cool,Medium,Bacterial Blight,Low,No,0.409,49.2,18.5,85.2,107.3,6.58,39.9,21.8,36.3,56.9,4.24,34.979,86.0742,1.2
Watermelon,Sandy,Normal,High,Anthracnose,Moderate,Yes,0.496,24.3,21.9,86.0,56.9,6.58,102.1,16.3,48.6,68.9,3.24,28.4416,71.2818,1.4
Chickpea,Loamy,Normal,High,None,Moderate,Yes,0.419,14.9,29.8,17.8,67.3,6.89,25.7,73.3,84.8,67.1,4.63,17.0625,69.5305,11.9
Rice,Sandy,Rainy,High,Rice Blast,Low,No,0.679,65.3,34.7,82.1,269.7,7.4,88.1,47.8,39.7,63.3,3.45,26.2497,84.7661,3.5
Coffee,Sandy,Rainy,Low,None,Low,No,0.684,51.0,22.9,51.7,186.6,6.76,119.6,35.2,31.2,67.4,6.92,34.3938,89.43,2.6
Mango,Clayey,Normal,Medium,None,Moderate,Yes,0.301,22.5,29.8,53.0,91.9,6.66,32.3,21.5,32.0,62.9,5.06,19.1118,87.1594,3.1
Mothbeans,Clayey,Normal,Medium,None,High,Yes,0.241,11.5,29.1,60.2,37.5,4.25,8.4,53.4,18.5,30.4,1.53,15.6161,83.3828,10.3
Pomegranate,Sandy,Normal,High,Bacterial Blight,Low,No,0.447,47.1,24.7,91.8,113.8,5.56,37.1,16.2,41.8,47.8,3.02,15.405,84.9411,1.2
Coffee,Loamy,Normal,Medium,None,Low,No,0.65,46.1,21.9,56.7,126.2,7.04,110.0,33.4,30.9,67.4,6.53,20.9323,74.3631,0.0
Mungbean,Clayey,Normal,High,None,High,Yes,0.178,28.1,28.8,88.9,50.0,6.33,1.4,50.5,15.6,51.8,2.49,24.416,96.0478,19.2
Mothbeans,Clayey,Normal,Low,None,High,Yes,0.359,24.0,29.1,66.9,49.2,5.3,10.1,46.7,24.4,41.2,1.81,19.2691,96.8828,7.7
Lentil,Loamy,Normal,Medium,None,High,Yes,0.266,18.3,20.4,63.9,37.2,6.79,7.1,56.7,24.8,58.1,2.69,10.1147,84.569,10.1
Muskmelon,Silty,Normal,High,None,High,Yes,0.418,11.1,25.0,90.2,21.5,6.2,80.8,17.4,51.5,59.4,2.75,30.6472,90.7761,17.2
Rice,Loamy,Rainy,Medium,Rice Blast,Low,No,0.598,53.2,22.4,82.7,200.0,7.48,83.1,52.2,42.8,63.2,4.9,10.3332,81.3295,8.9
